OSEBuildingID	%NaturalGas(kBtu)	%SteamUse(kBtu)	BuildingType	NumberofBuildings	NumberofFloors	PropertyGFATotal	ENERGYSTARScore	SourceEUI(kBtu/sf)	SiteEnergyUse(kBtu)	TotalGHGEmissions	GHGEmissionsIntensity	tranche_date	BuildingAge	groups_neighborhood	groups_PrimaryPropertyType	GFABuildingRate
168	0.6241511621158801	-5.199337582605575	NonResidential	-5.199337582605575	0.5693210610934747	1.0015959812966257	0.5752381267761362	0.16468959870116773	0.7542278256580778	1.008682357187367	0.4160755651955433	tranche_date3	20	Various	Various	-0.82051950652451
170	0.3307625107407279	-5.199337582605575	NonResidential	-5.199337582605575	0.23058751152675497	0.28691744673802816	-0.13858315006072774	-0.29277429168174685	0.11701100629760147	0.2830010869396437	0.22543191421592415	tranche_date1	101	Various	Various	5.19933758270342
172	0.2393201592400973	-5.199337582605575	Campus	5.19933758270342	-0.25905710256854775	1.770286465132291	-0.13858315006072774	0.565486334369889	1.8538837694819632	2.051251096057203	0.6919353083649279	tranche_date2	46	Various	Various	5.19933758270342
173	-0.16636738418407812	-5.199337582605575	NonResidential	-5.199337582605575	-0.25905710256854775	0.600364543024631	-0.13858315006072774	1.5337715016306543	1.2568161348818372	0.9770201669367524	0.8508837215255775	tranche_date4	14	North	Various	5.19933758270342
174	0.5224128900349418	-5.199337582605575	Nonresidential COS	-5.199337582605575	-5.199337582605575	0.33923464054074076	-0.13858315006072774	0.8766461624459835	0.7137236925473851	0.9201953528389335	1.0960366621484727	tranche_date2	66	Various	Various	5.19933758270342
179	-0.12477967077394246	-5.199337582605575	NonResidential	-5.199337582605575	-5.199337582605575	0.15226239892339094	-0.13858315006072774	0.8397690440660338	0.3247633547571946	0.143811159955639	0.1843901266320049	tranche_date2	58	Various	Various	5.19933758270342
180	2.8139146448393695	-5.199337582605575	NonResidential	-5.199337582605575	0.8224485747698438	0.5422587594727193	-0.13858315006072774	-1.802108331204622	-0.23906096459720275	0.46511086074971913	0.1843901266320049	tranche_date4	7	Various	Various	5.19933758270342
182	0.39849973178479037	-5.199337582605575	NonResidential	-5.199337582605575	-0.25905710256854775	0.11515608151186882	-0.13858315006072774	0.4463968307076534	0.3072798783668262	0.4922544718859436	0.7047562747299814	tranche_date3	36	Various	Various	5.19933758270342
183	0.6511000925097108	-5.199337582605575	NonResidential	-5.199337582605575	0.5693210610934747	0.8840456604774503	1.0055558754164782	-0.7980358274390278	0.3580077204684847	0.6194251421225228	0.0527691629404284	tranche_date4	15	Various	Various	-1.1991672166834464
185	0.4934583185003981	-5.199337582605575	SPS-District K-12	-5.199337582605575	-0.25905710256854775	1.2104771762208388	1.482239600357139	-0.6855673570471814	0.7819995572390299	0.9814972623349089	0.0628326081658751	tranche_date4	5	North	Various	5.19933758270342
187	-0.3825357608646661	1.880213735861862	NonResidential	2.119264307529444	1.0481072891215324	1.24625046359398	-0.13858315006072774	0.10283102830180561	1.0777138301137477	1.4569585135557328	0.5575461914921299	tranche_date2	45	Central	Various	5.19933758270342
338	0.8267434630287384	-5.199337582605575	NonResidential	-5.199337582605575	1.5130753466158215	1.387839098655254	-0.13858315006072774	1.6926021753137954	2.5273827531596815	2.929359552062763	1.8957908033066677	tranche_date4	12	Various	Various	-1.0671951289905681
190	-0.09855150735825433	-5.199337582605575	NonResidential	-5.199337582605575	0.23058751152675497	0.295507356246156	-1.4039939831196386	0.3111419234557688	0.15390428958012478	0.007965408406676366	-0.08802133454534508	tranche_date4	9	Various	Various	5.19933758270342
194	0.4549882936495177	-5.199337582605575	NonResidential	-5.199337582605575	-5.199337582605575	1.9018662715087957	1.749756610606143	-0.2073393392897695	1.663642840030911	1.882590463810617	0.3737224491041348	tranche_date2	65	North	Commerce	5.19933758270342
